customer_id,name,email,phone,city,join_date,segment,source_file,source_path,ingestion_time
C00001,"Ulva Pranowo, M.Pd",ksitompul@example.net,+62 (751) 124-5123,Lubuklinggau,2025-09-29,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00002,  Puti Michelle Novitasari  ,ibrahimpertiwi@example.com,+62 (0942) 346 0911,Tangerang Selatan,2025-05-19,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00003,Damu Iswahyudi,wfujiati@example.org,(031) 547 0185,Bontang,2025-05-03,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00004,Ratih Rahayu,sihombingbalidin@example.net,0828050109,Bau-Bau,2025-01-01,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00005,"R.A. Devi Utami, S.I.Kom",narji03@example.com,(080) 692 1064,Bitung,2024-08-06,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00006,Mila Rajata,kawaca98@example.net,085 846 9489,Cilegon,2025-12-16,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00007,Catur Widodo,candriani@example.org,(0167) 023 3796,Palopo,2024-10-21,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00008,"Yoga Hasanah, S.Psi",budimananita@example.com,+62 (039) 197 3323,Cilegon,2026-06-01,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00009,  Galang Puspita  ,taryani@example.org,+62-035-656-9718,Denpasar,2025-11-21,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00010,Cornelia Handayani,nprasetyo@example.net,(0708) 899 6597,Padang Sidempuan,2024-12-18,Platinum,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00011,"  Cut Raina Mahendra, S.Sos  ",gwasita@example.com,+62 (138) 530-3121,Purwokerto,2025-05-23,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00012,  Arta Januar  ,qsiregar@example.org,+62 (88) 599 3996,Blitar,2025-04-17,Platinum,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00013,"  Dr. Mustofa Suwarno, S.Kom  ",hutapeawadi@example.net,+62 (042) 839-9866,Sabang,2025-02-06,Platinum,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00014,Nadine Januar,gunawanhana@example.com,+62 (184) 383-9946,Medan,2026-05-14,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00015,Usyi Gunawan,ramadaniriana@example.com,+62 (648) 245 7430,Tangerang Selatan,2025-08-11,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00016,Malika Anggriawan,rika25@example.net,+62 (036) 373-4797,Surakarta,2025-03-25,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00017,  H. Kambali Astuti  ,ttamba@example.net,+62-97-286-4073,Sawahlunto,2024-08-07,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00018,Rama Uyainah,mumpunibudiyanto@example.net,+62 (69) 104 4471,Tidore Kepulauan,2025-10-10,Platinum,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00019,  Mustika Mansur  ,xramadan@example.com,+62 (995) 586-0908,Pematangsiantar,2024-10-27,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00020,Nugraha Sitorus,chardiansyah@example.org,+62 (0146) 299 9061,Surabaya,2025-09-04,Platinum,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00021,  Karta Setiawan  ,tira07@example.com,+62 (540) 382-4692,Tangerang Selatan,2025-01-29,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00022,Ika Santoso,kenziepuspasari@example.net,085 980 8003,Palu,2025-10-08,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00023,"Mursita Yuniar, S.Ked",gada67@example.org,+62 (637) 578 7008,Batam,2024-08-08,Platinum,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00024,Yunita Natsir,napitupuludewi@example.org,+62-0667-754-9073,Bontang,2025-11-29,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00025,Drs. Dinda Hardiansyah,tirta28@example.org,089 257 2946,Gorontalo,2025-07-21,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00026,Ibrahim Wastuti,gutami@example.net,089 791 4260,Padang Sidempuan,2026-04-10,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00027,"Hj. Uchita Astuti, S.Sos",oskarpermadi@example.com,0848902826,Kota Administrasi Jakarta Selatan,2026-06-30,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00028,  Drs. Kacung Wijayanti  ,yhutapea@example.com,+62 (094) 959-6346,Ternate,2025-01-12,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00029,"Sadina Prastuti, S.E.",cahyadi27@example.com,+62 (040) 382-6793,Langsa,2025-08-25,Regular,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00030,Dimaz Jailani,lala68@example.org,0842162761,Kota Administrasi Jakarta Pusat,2024-09-10,Gold,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
C00031,Cakrabuana Novitasari,chasanah@example.com,+62 (00) 351-3785,Batu,2024-12-04,Silver,customers_20260710_082914.csv,/opt/airflow/data/raw/mugi/customers/customers_20260710_082914.csv,2026-07-13 07:03:20
